UBER_TYPE,LATITUDE,LONGITUDE,NEIGHBORHOOD,REQUEST_TIME,WAIT_TIME
UberSELECT,-5.776668366765389,-35.23883043238101,Salinas,2017-10-29 03:40:37.019979,540
uberX,-5.767152056782744,-35.23540512095355,Salinas,2017-10-29 03:40:38.493661,360
uberX,-5.765951822175989,-35.27154431030586,Igapó,2017-10-29 03:40:40.719335,420
UberSELECT,-5.765951822175989,-35.27154431030586,Igapó,2017-10-29 03:40:41.470044,480
uberX,-5.773287047712255,-35.25142257459644,Igapó,2017-10-29 03:40:42.993010,360
UberSELECT,-5.773287047712255,-35.25142257459644,Igapó,2017-10-29 03:40:43.763468,420
uberX,-5.752194574041459,-35.286550392738135,Nossa Senhora da Apresentação,2017-10-29 03:40:45.255865,480
UberSELECT,-5.752194574041459,-35.286550392738135,Nossa Senhora da Apresentação,2017-10-29 03:40:46.040654,420
uberX,-5.740679088561078,-35.269526685578775,Nossa Senhora da Apresentação,2017-10-29 03:40:47.511591,300
UberSELECT,-5.740679088561078,-35.269526685578775,Nossa Senhora da Apresentação,2017-10-29 03:40:48.315175,540
uberX,-5.746724153573977,-35.24559238940921,Potengi,2017-10-29 03:40:49.824873,180
UberSELECT,-5.746724153573977,-35.24559238940921,Potengi,2017-10-29 03:40:50.594719,660
uberX,-5.754588481015664,-35.25038096462479,Potengi,2017-10-29 03:40:52.064902,240
UberSELECT,-5.754588481015664,-35.25038096462479,Potengi,2017-10-29 03:40:52.829260,480
uberX,-5.78036888358341,-35.20278490696565,Ribeira,2017-10-29 03:40:54.319810,240
UberSELECT,-5.78036888358341,-35.20278490696565,Ribeira,2017-10-29 03:40:55.086939,600
uberX,-5.779588527028029,-35.2030323728803,Ribeira,2017-10-29 03:40:56.839084,240
UberSELECT,-5.779588527028029,-35.2030323728803,Ribeira,2017-10-29 03:40:57.581402,600
uberX,-5.786703532128199,-35.21048830549571,Cidade Alta,2017-10-29 03:40:59.139130,240
UberSELECT,-5.786703532128199,-35.21048830549571,Cidade Alta,2017-10-29 03:40:59.890434,540
uberX,-5.788181221205128,-35.20961822429873,Cidade Alta,2017-10-29 03:41:01.496712,240
UberSELECT,-5.788181221205128,-35.20961822429873,Cidade Alta,2017-10-29 03:41:02.274375,540
uberX,-5.791423747662514,-35.214002353913855,Alecrim,2017-10-29 03:41:03.765094,300
UberSELECT,-5.791423747662514,-35.214002353913855,Alecrim,2017-10-29 03:41:04.550912,540
uberX,-5.793064130037267,-35.22250819619291,Alecrim,2017-10-29 03:41:06.026812,300
UberSELECT,-5.793064130037267,-35.22250819619291,Alecrim,2017-10-29 03:41:06.779082,300
uberX,-5.794772098160025,-35.238463829108596,Nordeste,2017-10-29 03:41:08.286416,240
UberSELECT,-5.794772098160025,-35.238463829108596,Nordeste,2017-10-29 03:41:09.363661,180
uberX,-5.802723544132608,-35.24446427224859,Nordeste,2017-10-29 03:41:10.874713,420
UberSELECT,-5.802723544132608,-35.24446427224859,Nordeste,2017-10-29 03:41:11.643192,360
uberX,-5.793356595289228,-35.22494147628477,Quintas,2017-10-29 03:41:13.124193,420
UberSELECT,-5.793356595289228,-35.22494147628477,Quintas,2017-10-29 03:41:13.900642,420
uberX,-5.792290742512014,-35.226926812108275,Quintas,2017-10-29 03:41:15.374088,360
UberSELECT,-5.792290742512014,-35.226926812108275,Quintas,2017-10-29 03:41:16.173637,360
uberX,-5.814513792388482,-35.24009146098696,Bom Pastor,2017-10-29 03:41:17.686644,480
UberSELECT,-5.814513792388482,-35.24009146098696,Bom Pastor,2017-10-29 03:41:18.446644,540
uberX,-5.807311668321419,-35.24766012133663,Bom Pastor,2017-10-29 03:41:19.999324,540
UberSELECT,-5.807311668321419,-35.24766012133663,Bom Pastor,2017-10-29 03:41:20.959193,480
uberX,-5.813823731609549,-35.22658271673293,Dix-Sept Rosado,2017-10-29 03:41:22.797941,300
UberSELECT,-5.813823731609549,-35.22658271673293,Dix-Sept Rosado,2017-10-29 03:41:23.574585,420
uberX,-5.808852193960815,-35.23188268068065,Dix-Sept Rosado,2017-10-29 03:41:25.070801,360
UberSELECT,-5.808852193960815,-35.23188268068065,Dix-Sept Rosado,2017-10-29 03:41:25.864322,420
uberX,-5.820259048014185,-35.232196486733656,Nossa Senhora de Nazaré,2017-10-29 03:41:27.350485,360
UberSELECT,-5.820259048014185,-35.232196486733656,Nossa Senhora de Nazaré,2017-10-29 03:41:28.120787,540
uberX,-5.81832055118661,-35.23215125100914,Nossa Senhora de Nazaré,2017-10-29 03:41:29.615036,420
UberSELECT,-5.81832055118661,-35.23215125100914,Nossa Senhora de Nazaré,2017-10-29 03:41:30.351995,480
uberX,-5.841575236932074,-35.20946594566808,Lagoa Nova,2017-10-29 03:41:31.801921,180
uberX,-5.828202256636648,-35.22524453329935,Lagoa Nova,2017-10-29 03:41:34.204583,480
UberSELECT,-5.828202256636648,-35.22524453329935,Lagoa Nova,2017-10-29 03:41:35.010075,600
uberX,-5.789318135390168,-35.1903702252722,Mãe Luiza,2017-10-29 03:41:36.648941,300
UberSELECT,-5.789318135390168,-35.1903702252722,Mãe Luiza,2017-10-29 03:41:37.516805,600
uberX,-5.799496246886612,-35.17995641773607,Mãe Luiza,2017-10-29 03:41:38.973413,480
uberX,-5.828167331590409,-35.202391086315544,Nova Descoberta,2017-10-29 03:41:41.218351,240
UberSELECT,-5.828167331590409,-35.202391086315544,Nova Descoberta,2017-10-29 03:41:42.020123,540
uberX,-5.818124099436752,-35.197087147552686,Nova Descoberta,2017-10-29 03:41:43.457631,360
UberSELECT,-5.818124099436752,-35.197087147552686,Nova Descoberta,2017-10-29 03:41:44.208734,540
uberX,-5.795991878746898,-35.20416507486962,Tirol,2017-10-29 03:41:45.696163,120
UberSELECT,-5.795991878746898,-35.20416507486962,Tirol,2017-10-29 03:41:46.535634,360
uberX,-5.788469199796916,-35.19996438768662,Tirol,2017-10-29 03:41:48.012699,240
UberSELECT,-5.788469199796916,-35.19996438768662,Tirol,2017-10-29 03:41:48.793643,480
uberX,-5.787740154003865,-35.195917567991955,Petrópolis,2017-10-29 03:41:50.281258,180
UberSELECT,-5.787740154003865,-35.195917567991955,Petrópolis,2017-10-29 03:41:51.030664,540
uberX,-5.780940736591272,-35.19954290910329,Petrópolis,2017-10-29 03:41:52.765589,180
UberSELECT,-5.780940736591272,-35.19954290910329,Petrópolis,2017-10-29 03:41:53.528833,600
uberX,-5.79081390194527,-35.187884993717134,Areia Preta,2017-10-29 03:41:55.019433,240
uberX,-5.785111587743268,-35.19439006158284,Areia Preta,2017-10-29 03:41:57.263431,300
uberX,-5.831878716876639,-35.23832914966639,Cidade Nova,2017-10-29 03:41:59.488235,480
UberSELECT,-5.831878716876639,-35.23832914966639,Cidade Nova,2017-10-29 03:42:00.246299,540
uberX,-5.837309085255323,-35.24528917836644,Cidade Nova,2017-10-29 03:42:01.734037,540
UberSELECT,-5.837309085255323,-35.24528917836644,Cidade Nova,2017-10-29 03:42:02.519223,600
uberX,-5.820681320098998,-35.241046480368986,Cidade da Esperança,2017-10-29 03:42:04.080891,360
UberSELECT,-5.820681320098998,-35.241046480368986,Cidade da Esperança,2017-10-29 03:42:04.844396,480
uberX,-5.831874754371781,-35.23441268427778,Cidade da Esperança,2017-10-29 03:42:07.336596,300
UberSELECT,-5.831874754371781,-35.23441268427778,Cidade da Esperança,2017-10-29 03:42:08.384747,480
uberX,-5.831555635332952,-35.246232717320936,Felipe Camarão,2017-10-29 03:42:09.921071,420
UberSELECT,-5.831555635332952,-35.246232717320936,Felipe Camarão,2017-10-29 03:42:10.695264,660
uberX,-5.829775082440137,-35.25404642645801,Felipe Camarão,2017-10-29 03:42:12.218450,540
uberX,-5.830302728054865,-35.28146422071783,Guarapes,2017-10-29 03:42:14.439353,780
uberX,-5.836135911616763,-35.280401202582475,Guarapes,2017-10-29 03:42:17.049760,840
uberX,-5.876971858182601,-35.224195257408134,Pitimbu,2017-10-29 03:46:31.894100,240
UberSELECT,-5.876971858182601,-35.224195257408134,Pitimbu,2017-10-29 03:46:32.646269,480
uberX,-5.864803314408338,-35.23339145442417,Pitimbu,2017-10-29 03:46:34.137042,240
UberSELECT,-5.864803314408338,-35.23339145442417,Pitimbu,2017-10-29 03:46:34.909442,240
uberX,-5.852967695892811,-35.24995355938652,Planalto,2017-10-29 03:46:36.395731,360
UberSELECT,-5.852967695892811,-35.24995355938652,Planalto,2017-10-29 03:46:37.131649,360
uberX,-5.855553976328712,-35.257818359656646,Planalto,2017-10-29 03:46:38.663563,480
UberSELECT,-5.855553976328712,-35.257818359656646,Planalto,2017-10-29 03:46:39.404908,480
uberX,-5.892285303780831,-35.16394436973616,Ponta Negra,2017-10-29 03:46:40.891721,480
uberX,-5.882230983786093,-35.19838025066526,Ponta Negra,2017-10-29 03:46:43.135932,240
UberSELECT,-5.882230983786093,-35.19838025066526,Ponta Negra,2017-10-29 03:46:43.989018,480
uberX,-5.86296168495728,-35.211734149754506,Neópolis,2017-10-29 03:46:45.480462,180
UberSELECT,-5.86296168495728,-35.211734149754506,Neópolis,2017-10-29 03:46:46.624056,240
uberX,-5.870224058142812,-35.20578174414873,Neópolis,2017-10-29 03:46:48.122626,120
UberSELECT,-5.870224058142812,-35.20578174414873,Neópolis,2017-10-29 03:46:48.908800,360
uberX,-5.866726963539964,-35.19075590754486,Capim Macio,2017-10-29 03:46:50.438580,300
UberSELECT,-5.866726963539964,-35.19075590754486,Capim Macio,2017-10-29 03:46:51.185105,480
uberX,-5.861207868061909,-35.19193865523275,Capim Macio,2017-10-29 03:46:52.628933,300
UberSELECT,-5.861207868061909,-35.19193865523275,Capim Macio,2017-10-29 03:46:53.755263,360
uberX,-5.71014565689369,-35.26823574756873,Lagoa Azul,2017-10-29 03:46:55.686169,600
uberX,-5.738596049205115,-35.26351580550134,Lagoa Azul,2017-10-29 03:46:58.578271,480
UberSELECT,-5.738596049205115,-35.26351580550134,Lagoa Azul,2017-10-29 03:46:59.667379,720
uberX,-5.73026444649254,-35.23972138369674,Pajuçara,2017-10-29 03:47:01.253700,180
UberSELECT,-5.73026444649254,-35.23972138369674,Pajuçara,2017-10-29 03:47:02.378656,780
uberX,-5.7341122227087835,-35.22824512506914,Pajuçara,2017-10-29 03:47:03.895326,300
uberX,-5.8018742937645165,-35.21177407949323,Lagoa Seca,2017-10-29 03:47:06.148412,300
UberSELECT,-5.8018742937645165,-35.21177407949323,Lagoa Seca,2017-10-29 03:47:07.252679,360
uberX,-5.8054930488077305,-35.211225828600234,Lagoa Seca,2017-10-29 03:47:08.715332,180
UberSELECT,-5.8054930488077305,-35.211225828600234,Lagoa Seca,2017-10-29 03:47:09.480301,300
uberX,-5.791803469945971,-35.20956228175209,Barro Vermelho,2017-10-29 03:47:10.987092,300
UberSELECT,-5.791803469945971,-35.20956228175209,Barro Vermelho,2017-10-29 03:47:11.726861,480
uberX,-5.792634707853571,-35.21039366924187,Barro Vermelho,2017-10-29 03:47:13.248669,300
UberSELECT,-5.792634707853571,-35.21039366924187,Barro Vermelho,2017-10-29 03:47:13.976859,480
uberX,-5.852847060665404,-35.22573399115629,Candelária,2017-10-29 03:47:15.449514,300
UberSELECT,-5.852847060665404,-35.22573399115629,Candelária,2017-10-29 03:47:16.234327,300
uberX,-5.849338797686251,-35.217912234676476,Candelária,2017-10-29 03:47:17.661396,300
UberSELECT,-5.849338797686251,-35.217912234676476,Candelária,2017-10-29 03:47:18.459138,420
uberX,-5.776143413715262,-35.19493543241235,Praia do Meio,2017-10-29 03:47:20.068095,420
UberSELECT,-5.776143413715262,-35.19493543241235,Praia do Meio,2017-10-29 03:47:20.962104,540
uberX,-5.780875108118842,-35.197684816135975,Praia do Meio,2017-10-29 03:47:22.798347,360
UberSELECT,-5.780875108118842,-35.197684816135975,Praia do Meio,2017-10-29 03:47:23.531280,480
uberX,-5.777834060146792,-35.200585918922336,Rocas,2017-10-29 03:47:25.050708,360
UberSELECT,-5.777834060146792,-35.200585918922336,Rocas,2017-10-29 03:47:25.786488,540
uberX,-5.7700139364374605,-35.20077393265893,Rocas,2017-10-29 03:47:27.276273,480
uberX,-5.764929890305981,-35.204059566560524,Santos Reis,2017-10-29 03:47:29.515114,480
uberX,-5.757612720465978,-35.19656184378926,Santos Reis,2017-10-29 03:47:31.758258,480
uberX,-5.751051780081037,-35.231545846920035,Redinha,2017-10-29 03:47:33.993371,240
UberSELECT,-5.751051780081037,-35.231545846920035,Redinha,2017-10-29 03:47:34.757154,900
uberX,-5.743079300530061,-35.21250827773917,Redinha,2017-10-29 03:47:36.219234,360
uberX,-5.7810324427994875,-35.24197725088689,Salinas,2017-10-29 03:47:38.466568,360
UberSELECT,-5.7810324427994875,-35.24197725088689,Salinas,2017-10-29 03:47:39.192506,360
uberX,-5.787493003656412,-35.22670598713824,Salinas,2017-10-29 03:47:40.771979,480
UberSELECT,-5.787493003656412,-35.22670598713824,Salinas,2017-10-29 03:47:41.502964,480
uberX,-5.764511610683343,-35.26731601809136,Igapó,2017-10-29 03:47:43.007298,300
UberSELECT,-5.764511610683343,-35.26731601809136,Igapó,2017-10-29 03:47:43.756200,600
uberX,-5.7676078571752605,-35.26761623553713,Igapó,2017-10-29 03:47:45.308062,360
UberSELECT,-5.7676078571752605,-35.26761623553713,Igapó,2017-10-29 03:47:46.095614,600
uberX,-5.74233868416266,-35.28431693411412,Nossa Senhora da Apresentação,2017-10-29 03:47:47.552151,420
UberSELECT,-5.74233868416266,-35.28431693411412,Nossa Senhora da Apresentação,2017-10-29 03:47:48.299484,720
uberX,-5.748663250880684,-35.26706841095457,Nossa Senhora da Apresentação,2017-10-29 03:47:49.876385,360
UberSELECT,-5.748663250880684,-35.26706841095457,Nossa Senhora da Apresentação,2017-10-29 03:47:50.640298,780
uberX,-5.743892303098667,-35.25343613169354,Potengi,2017-10-29 03:47:52.202151,480
UberSELECT,-5.743892303098667,-35.25343613169354,Potengi,2017-10-29 03:47:52.956598,780
uberX,-5.748118368892318,-35.24202591707314,Potengi,2017-10-29 03:47:54.786525,300
UberSELECT,-5.748118368892318,-35.24202591707314,Potengi,2017-10-29 03:47:55.513546,840
uberX,-5.779530119580274,-35.20738126081647,Ribeira,2017-10-29 03:47:56.996707,360
UberSELECT,-5.779530119580274,-35.20738126081647,Ribeira,2017-10-29 03:47:57.724318,600
uberX,-5.782468202232744,-35.203711619749065,Ribeira,2017-10-29 03:47:59.205638,300
UberSELECT,-5.782468202232744,-35.203711619749065,Ribeira,2017-10-29 03:47:59.978605,540
uberX,-5.788319277044756,-35.2060226568615,Cidade Alta,2017-10-29 03:48:01.445194,240
UberSELECT,-5.788319277044756,-35.2060226568615,Cidade Alta,2017-10-29 03:48:02.235824,480
uberX,-5.784719132605678,-35.208244804984474,Cidade Alta,2017-10-29 03:48:03.759347,360
UberSELECT,-5.784719132605678,-35.208244804984474,Cidade Alta,2017-10-29 03:48:04.503730,540
uberX,-5.803842084201728,-35.2136873352654,Alecrim,2017-10-29 03:48:06.026820,240
UberSELECT,-5.803842084201728,-35.2136873352654,Alecrim,2017-10-29 03:48:06.763399,360
uberX,-5.807949426706047,-35.21755547565107,Alecrim,2017-10-29 03:48:08.333556,180
UberSELECT,-5.807949426706047,-35.21755547565107,Alecrim,2017-10-29 03:48:09.080991,300
uberX,-5.799840622965565,-35.23934629301707,Nordeste,2017-10-29 03:48:10.618727,180
UberSELECT,-5.799840622965565,-35.23934629301707,Nordeste,2017-10-29 03:48:11.375110,240
uberX,-5.795544665872732,-35.24320920494643,Nordeste,2017-10-29 03:48:12.861095,240
UberSELECT,-5.795544665872732,-35.24320920494643,Nordeste,2017-10-29 03:48:13.632434,360
uberX,-5.7933793170704,-35.2325133429114,Quintas,2017-10-29 03:48:15.171045,300
UberSELECT,-5.7933793170704,-35.2325133429114,Quintas,2017-10-29 03:48:15.927594,300
uberX,-5.802120637807417,-35.23333817143895,Quintas,2017-10-29 03:48:17.404401,300
UberSELECT,-5.802120637807417,-35.23333817143895,Quintas,2017-10-29 03:48:18.188334,300
uberX,-5.814877265506746,-35.24898836540673,Bom Pastor,2017-10-29 03:48:19.774243,240
UberSELECT,-5.814877265506746,-35.24898836540673,Bom Pastor,2017-10-29 03:48:20.584075,360
uberX,-5.805583646162803,-35.2447797323469,Bom Pastor,2017-10-29 03:48:22.493755,300
UberSELECT,-5.805583646162803,-35.2447797323469,Bom Pastor,2017-10-29 03:48:23.254586,360
uberX,-5.80791286754894,-35.221566784488736,Dix-Sept Rosado,2017-10-29 03:48:24.743471,240
UberSELECT,-5.80791286754894,-35.221566784488736,Dix-Sept Rosado,2017-10-29 03:48:25.575472,480
uberX,-5.813164446685684,-35.2283971967345,Dix-Sept Rosado,2017-10-29 03:48:27.106782,180
UberSELECT,-5.813164446685684,-35.2283971967345,Dix-Sept Rosado,2017-10-29 03:48:27.841278,300
uberX,-5.8175186314525895,-35.22671194850199,Nossa Senhora de Nazaré,2017-10-29 03:48:29.362729,180
UberSELECT,-5.8175186314525895,-35.22671194850199,Nossa Senhora de Nazaré,2017-10-29 03:48:30.177343,300
uberX,-5.813840545149241,-35.23641230262938,Nossa Senhora de Nazaré,2017-10-29 03:48:31.682108,180
UberSELECT,-5.813840545149241,-35.23641230262938,Nossa Senhora de Nazaré,2017-10-29 03:48:32.460161,240
uberX,-5.812924996062211,-35.21228919995277,Lagoa Nova,2017-10-29 03:48:33.930754,180
UberSELECT,-5.812924996062211,-35.21228919995277,Lagoa Nova,2017-10-29 03:48:34.719303,300
uberX,-5.843098989533285,-35.1994640309464,Lagoa Nova,2017-10-29 03:48:36.178819,420
UberSELECT,-5.843098989533285,-35.1994640309464,Lagoa Nova,2017-10-29 03:48:36.979172,480
uberX,-5.7942551928706365,-35.18870892675405,Mãe Luiza,2017-10-29 03:48:38.450422,480
UberSELECT,-5.7942551928706365,-35.18870892675405,Mãe Luiza,2017-10-29 03:48:39.575802,480
uberX,-5.793269090575783,-35.184323312408736,Mãe Luiza,2017-10-29 03:48:41.048230,600
uberX,-5.82140093977931,-35.199755817124796,Nova Descoberta,2017-10-29 03:48:43.268269,120
UberSELECT,-5.82140093977931,-35.199755817124796,Nova Descoberta,2017-10-29 03:48:44.014039,180
uberX,-5.832882346320677,-35.196939322631486,Nova Descoberta,2017-10-29 03:48:45.477093,360
UberSELECT,-5.832882346320677,-35.196939322631486,Nova Descoberta,2017-10-29 03:48:46.341034,480
uberX,-5.793635142886433,-35.20130838150957,Tirol,2017-10-29 03:48:47.838929,240
UberSELECT,-5.793635142886433,-35.20130838150957,Tirol,2017-10-29 03:48:48.602320,480
uberX,-5.790664907878584,-35.20147257038507,Tirol,2017-10-29 03:48:50.054937,240
UberSELECT,-5.790664907878584,-35.20147257038507,Tirol,2017-10-29 03:48:50.817554,480
uberX,-5.783643753492036,-35.20061419608069,Petrópolis,2017-10-29 03:48:52.389751,360
UberSELECT,-5.783643753492036,-35.20061419608069,Petrópolis,2017-10-29 03:48:53.161727,480
uberX,-5.781038105279997,-35.19992888751061,Petrópolis,2017-10-29 03:48:54.681286,300
UberSELECT,-5.781038105279997,-35.19992888751061,Petrópolis,2017-10-29 03:48:55.426170,480
uberX,-5.786259824521735,-35.192528425472034,Areia Preta,2017-10-29 03:48:56.917509,420
UberSELECT,-5.786259824521735,-35.192528425472034,Areia Preta,2017-10-29 03:48:57.676216,480
uberX,-5.787777091362864,-35.18873707863644,Areia Preta,2017-10-29 03:48:59.130993,420
UberSELECT,-5.787777091362864,-35.18873707863644,Areia Preta,2017-10-29 03:48:59.895614,480
uberX,-5.832912146335701,-35.23431009842871,Cidade Nova,2017-10-29 03:49:01.395003,180
UberSELECT,-5.832912146335701,-35.23431009842871,Cidade Nova,2017-10-29 03:49:02.140141,420
uberX,-5.835769032707481,-35.23741849834977,Cidade Nova,2017-10-29 03:49:03.595817,420
UberSELECT,-5.835769032707481,-35.23741849834977,Cidade Nova,2017-10-29 03:49:04.372417,600
uberX,-5.821600200548588,-35.24035637295083,Cidade da Esperança,2017-10-29 03:49:05.857737,180
UberSELECT,-5.821600200548588,-35.24035637295083,Cidade da Esperança,2017-10-29 03:49:06.964122,300
uberX,-5.829031066741869,-35.23843889320812,Cidade da Esperança,2017-10-29 03:49:08.458221,180
UberSELECT,-5.829031066741869,-35.23843889320812,Cidade da Esperança,2017-10-29 03:49:09.217689,360
uberX,-5.822891495940133,-35.25712086857974,Felipe Camarão,2017-10-29 03:49:10.708301,180
UberSELECT,-5.822891495940133,-35.25712086857974,Felipe Camarão,2017-10-29 03:49:11.489522,480
uberX,-5.818342722704794,-35.242813596375036,Felipe Camarão,2017-10-29 03:49:12.981408,240
UberSELECT,-5.818342722704794,-35.242813596375036,Felipe Camarão,2017-10-29 03:49:13.735206,360
uberX,-5.850983121100901,-35.27237021812328,Guarapes,2017-10-29 03:49:15.246463,960
uberX,-5.869237675423383,-35.22357671734197,Pitimbu,2017-10-29 03:53:31.908264,360
UberSELECT,-5.869237675423383,-35.22357671734197,Pitimbu,2017-10-29 03:53:32.833741,540
uberX,-5.8547000862939305,-35.24739619969094,Pitimbu,2017-10-29 03:53:34.454761,600
UberSELECT,-5.8547000862939305,-35.24739619969094,Pitimbu,2017-10-29 03:53:35.257040,600
uberX,-5.852498541913723,-35.27022113511038,Planalto,2017-10-29 03:53:36.768484,840
uberX,-5.847054261631246,-35.25927579757535,Planalto,2017-10-29 03:53:38.968135,660
UberSELECT,-5.847054261631246,-35.25927579757535,Planalto,2017-10-29 03:53:39.770145,600
uberX,-5.873441569319489,-35.19955829090353,Ponta Negra,2017-10-29 03:53:41.217637,360
UberSELECT,-5.873441569319489,-35.19955829090353,Ponta Negra,2017-10-29 03:53:42.069876,480
uberX,-5.893003965911636,-35.18016045414614,Ponta Negra,2017-10-29 03:53:43.569288,240
UberSELECT,-5.893003965911636,-35.18016045414614,Ponta Negra,2017-10-29 03:53:44.394832,540
uberX,-5.865759220765465,-35.20964319918426,Neópolis,2017-10-29 03:53:45.869041,360
UberSELECT,-5.865759220765465,-35.20964319918426,Neópolis,2017-10-29 03:53:46.607197,540
uberX,-5.858475045193349,-35.211114361538534,Neópolis,2017-10-29 03:53:48.046368,300
UberSELECT,-5.858475045193349,-35.211114361538534,Neópolis,2017-10-29 03:53:48.813238,600
uberX,-5.867578858118519,-35.19542402905457,Capim Macio,2017-10-29 03:53:50.299784,180
UberSELECT,-5.867578858118519,-35.19542402905457,Capim Macio,2017-10-29 03:53:51.076191,360
uberX,-5.840817780093037,-35.20593694177353,Capim Macio,2017-10-29 03:53:52.579546,360
UberSELECT,-5.840817780093037,-35.20593694177353,Capim Macio,2017-10-29 03:53:53.344491,480
UberSELECT,-5.742472421402351,-35.258788512464044,Lagoa Azul,2017-10-29 03:53:54.797662,600
uberX,-5.7155724010653834,-35.264079296925644,Lagoa Azul,2017-10-29 03:53:56.327178,720
uberX,-5.742404919021682,-35.24342694221047,Pajuçara,2017-10-29 03:53:58.561919,360
UberSELECT,-5.742404919021682,-35.24342694221047,Pajuçara,2017-10-29 03:53:59.325243,600
uberX,-5.745556478864362,-35.24182896791938,Pajuçara,2017-10-29 03:54:00.916882,300
UberSELECT,-5.745556478864362,-35.24182896791938,Pajuçara,2017-10-29 03:54:01.682361,540
uberX,-5.805845481188785,-35.208033429763844,Lagoa Seca,2017-10-29 03:54:03.227696,180
UberSELECT,-5.805845481188785,-35.208033429763844,Lagoa Seca,2017-10-29 03:54:03.962145,360
uberX,-5.8098513737874615,-35.210849486381264,Lagoa Seca,2017-10-29 03:54:05.409101,240
UberSELECT,-5.8098513737874615,-35.210849486381264,Lagoa Seca,2017-10-29 03:54:07.306007,300
uberX,-5.793585302450071,-35.20766285290137,Barro Vermelho,2017-10-29 03:54:08.835113,360
UberSELECT,-5.793585302450071,-35.20766285290137,Barro Vermelho,2017-10-29 03:54:09.646352,480
uberX,-5.799149649309724,-35.20853672008971,Barro Vermelho,2017-10-29 03:54:11.152286,300
UberSELECT,-5.799149649309724,-35.20853672008971,Barro Vermelho,2017-10-29 03:54:11.898332,360
uberX,-5.849835410505568,-35.222272681581785,Candelária,2017-10-29 03:54:13.419054,360
UberSELECT,-5.849835410505568,-35.222272681581785,Candelária,2017-10-29 03:54:14.163027,540
uberX,-5.844369246710501,-35.22006717549969,Candelária,2017-10-29 03:54:15.731334,300
UberSELECT,-5.844369246710501,-35.22006717549969,Candelária,2017-10-29 03:54:16.451349,480
uberX,-5.780617152700447,-35.194910497398716,Praia do Meio,2017-10-29 03:54:17.980853,600
UberSELECT,-5.780617152700447,-35.194910497398716,Praia do Meio,2017-10-29 03:54:18.754375,720
uberX,-5.777112233160177,-35.19515932918345,Praia do Meio,2017-10-29 03:54:20.213228,480
UberSELECT,-5.777112233160177,-35.19515932918345,Praia do Meio,2017-10-29 03:54:21.080612,660
uberX,-5.773946609856153,-35.2012667819402,Rocas,2017-10-29 03:54:22.580791,420
UberSELECT,-5.773946609856153,-35.2012667819402,Rocas,2017-10-29 03:54:23.329155,600
uberX,-5.7781671680545905,-35.197784337511834,Rocas,2017-10-29 03:54:24.815890,420
UberSELECT,-5.7781671680545905,-35.197784337511834,Rocas,2017-10-29 03:54:25.563132,600
uberX,-5.767734335649923,-35.19877285923413,Santos Reis,2017-10-29 03:54:27.037136,600
UberSELECT,-5.767734335649923,-35.19877285923413,Santos Reis,2017-10-29 03:54:27.879986,720
uberX,-5.756412266317801,-35.19434767302913,Santos Reis,2017-10-29 03:54:34.415502,540
uberX,-5.761020350909219,-35.22238786773897,Redinha,2017-10-29 03:54:36.686717,780
UberSELECT,-5.761020350909219,-35.22238786773897,Redinha,2017-10-29 03:54:37.444269,840
uberX,-5.754818908161619,-35.20422930302603,Redinha,2017-10-29 03:54:38.941905,480
UberSELECT,-5.754818908161619,-35.20422930302603,Redinha,2017-10-29 03:54:39.670735,900
uberX,-5.764117186993282,-35.23716563787288,Salinas,2017-10-29 03:54:41.146017,540
UberSELECT,-5.764117186993282,-35.23716563787288,Salinas,2017-10-29 03:54:41.896298,780
uberX,-5.761560095037411,-35.243515654833296,Salinas,2017-10-29 03:54:43.405020,480
UberSELECT,-5.761560095037411,-35.243515654833296,Salinas,2017-10-29 03:54:44.147815,780
uberX,-5.768248795119816,-35.26090933499711,Igapó,2017-10-29 03:54:45.816893,300
UberSELECT,-5.768248795119816,-35.26090933499711,Igapó,2017-10-29 03:54:46.548005,540
uberX,-5.773611987147421,-35.258164984035695,Igapó,2017-10-29 03:54:48.089807,240
UberSELECT,-5.773611987147421,-35.258164984035695,Igapó,2017-10-29 03:54:48.856311,420
uberX,-5.7609476417807475,-35.27921342217379,Nossa Senhora da Apresentação,2017-10-29 03:54:50.349915,240
UberSELECT,-5.7609476417807475,-35.27921342217379,Nossa Senhora da Apresentação,2017-10-29 03:54:51.112048,660
uberX,-5.751002442573964,-35.26837631367603,Nossa Senhora da Apresentação,2017-10-29 03:54:52.738991,120
UberSELECT,-5.751002442573964,-35.26837631367603,Nossa Senhora da Apresentação,2017-10-29 03:54:53.523151,360
uberX,-5.761513241070723,-35.24749615047002,Potengi,2017-10-29 03:54:55.129869,300
UberSELECT,-5.761513241070723,-35.24749615047002,Potengi,2017-10-29 03:54:55.930485,540
uberX,-5.755435689828608,-35.23722715093333,Potengi,2017-10-29 03:54:57.376774,420
UberSELECT,-5.755435689828608,-35.23722715093333,Potengi,2017-10-29 03:54:58.135648,480
uberX,-5.778251693816192,-35.207922001388035,Ribeira,2017-10-29 03:54:59.879565,420
UberSELECT,-5.778251693816192,-35.207922001388035,Ribeira,2017-10-29 03:55:00.619261,600
uberX,-5.773675090409333,-35.20639840543783,Ribeira,2017-10-29 03:55:02.276202,360
UberSELECT,-5.773675090409333,-35.20639840543783,Ribeira,2017-10-29 03:55:03.026446,660
