UBER_TYPE,LATITUDE,LONGITUDE,NEIGHBORHOOD,REQUEST_TIME,WAIT_TIME
uberX,-5.784912379826644,-35.19024362027136,Areia Preta,2017-11-03 06:33:27.772521,240
UberSELECT,-5.784912379826644,-35.19024362027136,Areia Preta,2017-11-03 06:33:28.541039,420
uberX,-5.837100617909099,-35.24228088762823,Cidade Nova,2017-11-03 06:33:30.868349,420
UberSELECT,-5.837100617909099,-35.24228088762823,Cidade Nova,2017-11-03 06:33:31.683460,540
uberX,-5.837046289569531,-35.23608309177326,Cidade Nova,2017-11-03 06:33:33.351002,600
UberSELECT,-5.837046289569531,-35.23608309177326,Cidade Nova,2017-11-03 06:33:34.107360,600
uberX,-5.832859528918811,-35.23054547928322,Cidade da Esperança,2017-11-03 06:33:36.223223,360
UberSELECT,-5.832859528918811,-35.23054547928322,Cidade da Esperança,2017-11-03 06:33:36.996387,420
uberX,-5.832500707735756,-35.23117655119029,Cidade da Esperança,2017-11-03 06:33:38.483989,360
UberSELECT,-5.832500707735756,-35.23117655119029,Cidade da Esperança,2017-11-03 06:33:39.253506,420
uberX,-5.821806452664728,-35.26684717974136,Felipe Camarão,2017-11-03 06:33:41.383558,660
uberX,-5.830434922004688,-35.25221923484888,Felipe Camarão,2017-11-03 06:33:43.639599,480
uberX,-5.825931291923624,-35.27974084290772,Guarapes,2017-11-03 06:33:46.544325,660
uberX,-5.822642573492355,-35.27580037059873,Guarapes,2017-11-03 06:33:48.767315,660
uberX,-5.87288227886748,-35.2313316888085,Pitimbu,2017-11-03 06:35:56.147475,600
UberSELECT,-5.87288227886748,-35.2313316888085,Pitimbu,2017-11-03 06:35:56.917964,600
uberX,-5.869742488833122,-35.232291484006346,Pitimbu,2017-11-03 06:35:58.392823,540
UberSELECT,-5.869742488833122,-35.232291484006346,Pitimbu,2017-11-03 06:35:59.172118,540
uberX,-5.853203731619935,-35.25403259501418,Planalto,2017-11-03 06:36:01.232843,420
uberX,-5.842144693909412,-35.247142146326745,Planalto,2017-11-03 06:36:03.548168,420
uberX,-5.878739983582921,-35.18941524955616,Ponta Negra,2017-11-03 06:36:07.302692,480
UberSELECT,-5.878739983582921,-35.18941524955616,Ponta Negra,2017-11-03 06:36:08.064553,480
uberX,-5.88159884283291,-35.18145650651154,Ponta Negra,2017-11-03 06:36:09.587529,300
UberSELECT,-5.88159884283291,-35.18145650651154,Ponta Negra,2017-11-03 06:36:10.365999,300
uberX,-5.878202611089647,-35.20434035878265,Neópolis,2017-11-03 06:36:12.683681,120
UberSELECT,-5.878202611089647,-35.20434035878265,Neópolis,2017-11-03 06:36:13.454723,240
uberX,-5.870057647007702,-35.21448831410203,Neópolis,2017-11-03 06:36:14.921106,120
UberSELECT,-5.870057647007702,-35.21448831410203,Neópolis,2017-11-03 06:36:15.724846,240
uberX,-5.8563743393384255,-35.20259356078518,Capim Macio,2017-11-03 06:36:18.361758,180
UberSELECT,-5.8563743393384255,-35.20259356078518,Capim Macio,2017-11-03 06:36:19.148057,300
uberX,-5.845317812971421,-35.20536033274874,Capim Macio,2017-11-03 06:36:20.641069,240
UberSELECT,-5.845317812971421,-35.20536033274874,Capim Macio,2017-11-03 06:36:21.382553,420
uberX,-5.72146315276981,-35.2360067884503,Lagoa Azul,2017-11-03 06:36:23.507480,360
UberSELECT,-5.72146315276981,-35.2360067884503,Lagoa Azul,2017-11-03 06:36:24.267469,840
uberX,-5.714561278784862,-35.26634802043992,Lagoa Azul,2017-11-03 06:36:25.735477,600
uberX,-5.734945027136866,-35.22831376019785,Pajuçara,2017-11-03 06:36:28.914355,420
uberX,-5.726547516678576,-35.24524872746519,Pajuçara,2017-11-03 06:36:31.144328,180
UberSELECT,-5.726547516678576,-35.24524872746519,Pajuçara,2017-11-03 06:36:31.920398,600
uberX,-5.805424013191718,-35.20917651477032,Lagoa Seca,2017-11-03 06:36:34.632922,360
UberSELECT,-5.805424013191718,-35.20917651477032,Lagoa Seca,2017-11-03 06:36:35.406906,420
uberX,-5.80250214540134,-35.212276102308806,Lagoa Seca,2017-11-03 06:36:36.884469,360
UberSELECT,-5.80250214540134,-35.212276102308806,Lagoa Seca,2017-11-03 06:36:37.651085,420
uberX,-5.794222950602866,-35.21289353694748,Barro Vermelho,2017-11-03 06:36:39.772933,240
UberSELECT,-5.794222950602866,-35.21289353694748,Barro Vermelho,2017-11-03 06:36:40.538295,300
uberX,-5.800634029371797,-35.20460951560798,Barro Vermelho,2017-11-03 06:36:42.040547,420
UberSELECT,-5.800634029371797,-35.20460951560798,Barro Vermelho,2017-11-03 06:36:42.798729,480
uberX,-5.8539647688410374,-35.21460177356725,Candelária,2017-11-03 06:36:44.872001,240
UberSELECT,-5.8539647688410374,-35.21460177356725,Candelária,2017-11-03 06:36:45.620216,420
uberX,-5.851091391553131,-35.227681705460355,Candelária,2017-11-03 06:36:47.142511,360
UberSELECT,-5.851091391553131,-35.227681705460355,Candelária,2017-11-03 06:36:47.924059,420
uberX,-5.778587485903613,-35.195889368791846,Praia do Meio,2017-11-03 06:36:49.955151,600
UberSELECT,-5.778587485903613,-35.195889368791846,Praia do Meio,2017-11-03 06:36:50.758535,600
uberX,-5.782094656400143,-35.192765732753486,Praia do Meio,2017-11-03 06:36:52.853233,660
UberSELECT,-5.782094656400143,-35.192765732753486,Praia do Meio,2017-11-03 06:36:53.877876,660
uberX,-5.774692323551457,-35.20324173934715,Rocas,2017-11-03 06:36:57.058369,540
UberSELECT,-5.774692323551457,-35.20324173934715,Rocas,2017-11-03 06:36:57.955512,480
uberX,-5.777695666918226,-35.19930197509748,Rocas,2017-11-03 06:37:00.029119,540
UberSELECT,-5.777695666918226,-35.19930197509748,Rocas,2017-11-03 06:37:00.820613,480
uberX,-5.760289109962351,-35.20207898730187,Santos Reis,2017-11-03 06:37:04.103543,840
UberSELECT,-5.760289109962351,-35.20207898730187,Santos Reis,2017-11-03 06:37:04.902704,840
uberX,-5.759719273047865,-35.200015272673454,Santos Reis,2017-11-03 06:37:06.354182,720
uberX,-5.742615493970176,-35.21561506670188,Redinha,2017-11-03 06:37:10.487503,780
uberX,-5.7486095482349535,-35.20676187345147,Redinha,2017-11-03 06:37:13.130034,720
uberX,-5.773090294956489,-35.24693159597815,Salinas,2017-11-03 06:37:19.133662,480
UberSELECT,-5.773090294956489,-35.24693159597815,Salinas,2017-11-03 06:37:19.892389,480
uberX,-5.766779847074661,-35.23483377396369,Salinas,2017-11-03 06:37:22.166013,660
UberSELECT,-5.766779847074661,-35.23483377396369,Salinas,2017-11-03 06:37:22.911743,600
uberX,-5.768784893356996,-35.26421066245479,Igapó,2017-11-03 06:37:25.369779,420
UberSELECT,-5.768784893356996,-35.26421066245479,Igapó,2017-11-03 06:37:26.164374,480
uberX,-5.764803084160836,-35.26663888177872,Igapó,2017-11-03 06:37:27.625353,420
UberSELECT,-5.764803084160836,-35.26663888177872,Igapó,2017-11-03 06:37:28.373511,420
uberX,-5.7386363208849875,-35.28641092565895,Nossa Senhora da Apresentação,2017-11-03 06:37:30.859058,540
UberSELECT,-5.7386363208849875,-35.28641092565895,Nossa Senhora da Apresentação,2017-11-03 06:37:31.625110,420
uberX,-5.7579408971728965,-35.266429299075924,Nossa Senhora da Apresentação,2017-11-03 06:37:33.091535,360
UberSELECT,-5.7579408971728965,-35.266429299075924,Nossa Senhora da Apresentação,2017-11-03 06:37:33.846276,360
uberX,-5.75212584397278,-35.24317624097351,Potengi,2017-11-03 06:37:36.307112,300
UberSELECT,-5.75212584397278,-35.24317624097351,Potengi,2017-11-03 06:37:37.092134,360
uberX,-5.761794334379783,-35.25377166703541,Potengi,2017-11-03 06:37:38.579110,180
UberSELECT,-5.761794334379783,-35.25377166703541,Potengi,2017-11-03 06:37:39.394215,180
uberX,-5.776934950409119,-35.20308321987363,Ribeira,2017-11-03 06:37:41.902879,420
UberSELECT,-5.776934950409119,-35.20308321987363,Ribeira,2017-11-03 06:37:42.725984,480
uberX,-5.776582871165967,-35.2054401208367,Ribeira,2017-11-03 06:37:44.203103,420
UberSELECT,-5.776582871165967,-35.2054401208367,Ribeira,2017-11-03 06:37:44.936428,480
uberX,-5.791661263547894,-35.20842819232937,Cidade Alta,2017-11-03 06:37:47.734951,300
UberSELECT,-5.791661263547894,-35.20842819232937,Cidade Alta,2017-11-03 06:37:48.478765,360
uberX,-5.7860580499288705,-35.212577703493906,Cidade Alta,2017-11-03 06:37:49.935342,480
UberSELECT,-5.7860580499288705,-35.212577703493906,Cidade Alta,2017-11-03 06:37:50.705706,540
uberX,-5.787540470424745,-35.21658069306582,Alecrim,2017-11-03 06:37:53.579775,360
UberSELECT,-5.787540470424745,-35.21658069306582,Alecrim,2017-11-03 06:37:54.355657,540
uberX,-5.805159648450382,-35.21511282446784,Alecrim,2017-11-03 06:37:55.853347,300
UberSELECT,-5.805159648450382,-35.21511282446784,Alecrim,2017-11-03 06:37:57.095447,420
uberX,-5.7949468842968646,-35.25039411489139,Nordeste,2017-11-03 06:38:00.222391,360
UberSELECT,-5.7949468842968646,-35.25039411489139,Nordeste,2017-11-03 06:38:00.990380,600
uberX,-5.8027531874249885,-35.23935727585351,Nordeste,2017-11-03 06:38:02.499737,300
UberSELECT,-5.8027531874249885,-35.23935727585351,Nordeste,2017-11-03 06:38:03.253640,540
uberX,-5.791486424424075,-35.22894658361013,Quintas,2017-11-03 06:38:06.487572,300
UberSELECT,-5.791486424424075,-35.22894658361013,Quintas,2017-11-03 06:38:07.337868,240
uberX,-5.806209915026643,-35.2360702379736,Quintas,2017-11-03 06:38:08.864194,360
UberSELECT,-5.806209915026643,-35.2360702379736,Quintas,2017-11-03 06:38:09.654976,540
uberX,-5.80852674125534,-35.24668209362332,Bom Pastor,2017-11-03 06:38:12.629278,480
uberX,-5.804911753679338,-35.24498676989366,Bom Pastor,2017-11-03 06:38:14.844736,420
UberSELECT,-5.804911753679338,-35.24498676989366,Bom Pastor,2017-11-03 06:38:15.625609,540
uberX,-5.807000010450417,-35.22306748434764,Dix-Sept Rosado,2017-11-03 06:38:17.703601,360
UberSELECT,-5.807000010450417,-35.22306748434764,Dix-Sept Rosado,2017-11-03 06:38:18.654429,480
uberX,-5.807842756307862,-35.22990672982176,Dix-Sept Rosado,2017-11-03 06:38:20.126045,420
UberSELECT,-5.807842756307862,-35.22990672982176,Dix-Sept Rosado,2017-11-03 06:38:20.884171,600
uberX,-5.813067938424499,-35.23155556675698,Nossa Senhora de Nazaré,2017-11-03 06:38:22.963275,540
UberSELECT,-5.813067938424499,-35.23155556675698,Nossa Senhora de Nazaré,2017-11-03 06:38:23.707204,660
uberX,-5.812754039131291,-35.23444231317163,Nossa Senhora de Nazaré,2017-11-03 06:38:25.224622,480
UberSELECT,-5.812754039131291,-35.23444231317163,Nossa Senhora de Nazaré,2017-11-03 06:38:25.969892,660
uberX,-5.838760108135399,-35.19857285924559,Lagoa Nova,2017-11-03 06:38:28.535440,360
UberSELECT,-5.838760108135399,-35.19857285924559,Lagoa Nova,2017-11-03 06:38:29.905645,420
uberX,-5.817358398602811,-35.203303749219046,Lagoa Nova,2017-11-03 06:38:33.286162,180
UberSELECT,-5.817358398602811,-35.203303749219046,Lagoa Nova,2017-11-03 06:38:34.081740,540
uberX,-5.792104645768712,-35.1925598333794,Mãe Luiza,2017-11-03 06:38:36.599479,240
UberSELECT,-5.792104645768712,-35.1925598333794,Mãe Luiza,2017-11-03 06:38:37.341133,360
uberX,-5.794503725493135,-35.1837210937414,Mãe Luiza,2017-11-03 06:38:38.807397,420
UberSELECT,-5.794503725493135,-35.1837210937414,Mãe Luiza,2017-11-03 06:38:39.574458,660
uberX,-5.831499397867736,-35.20039100661834,Nova Descoberta,2017-11-03 06:38:42.345345,240
UberSELECT,-5.831499397867736,-35.20039100661834,Nova Descoberta,2017-11-03 06:38:43.119291,480
uberX,-5.8250049869584855,-35.19793508242537,Nova Descoberta,2017-11-03 06:38:44.608592,120
UberSELECT,-5.8250049869584855,-35.19793508242537,Nova Descoberta,2017-11-03 06:38:45.362724,540
uberX,-5.799589069969143,-35.19200273619815,Tirol,2017-11-03 06:38:48.326490,480
UberSELECT,-5.799589069969143,-35.19200273619815,Tirol,2017-11-03 06:38:49.169898,480
uberX,-5.794291244842525,-35.19768073250644,Tirol,2017-11-03 06:38:50.659725,300
UberSELECT,-5.794291244842525,-35.19768073250644,Tirol,2017-11-03 06:38:51.419555,300
uberX,-5.78694942656972,-35.20093131563708,Petrópolis,2017-11-03 06:38:54.237298,120
UberSELECT,-5.78694942656972,-35.20093131563708,Petrópolis,2017-11-03 06:38:55.022641,240
uberX,-5.7825237897539035,-35.199032622563436,Petrópolis,2017-11-03 06:38:56.685660,180
UberSELECT,-5.7825237897539035,-35.199032622563436,Petrópolis,2017-11-03 06:38:57.456084,240
uberX,-5.791122616413189,-35.18824182597439,Areia Preta,2017-11-03 06:39:00.421747,240
UberSELECT,-5.791122616413189,-35.18824182597439,Areia Preta,2017-11-03 06:39:01.182697,540
uberX,-5.786251966400439,-35.191584253887996,Areia Preta,2017-11-03 06:39:02.711461,300
UberSELECT,-5.786251966400439,-35.191584253887996,Areia Preta,2017-11-03 06:39:03.481496,480
uberX,-5.836267251249853,-35.24406857992325,Cidade Nova,2017-11-03 06:39:05.464355,840
UberSELECT,-5.836267251249853,-35.24406857992325,Cidade Nova,2017-11-03 06:39:06.291465,1140
uberX,-5.834073853109463,-35.23125019948381,Cidade Nova,2017-11-03 06:39:07.788638,540
UberSELECT,-5.834073853109463,-35.23125019948381,Cidade Nova,2017-11-03 06:39:08.544952,600
uberX,-5.819487868556794,-35.238931856718565,Cidade da Esperança,2017-11-03 06:39:11.196135,540
UberSELECT,-5.819487868556794,-35.238931856718565,Cidade da Esperança,2017-11-03 06:39:11.982873,720
uberX,-5.825017595586611,-35.23007369374357,Cidade da Esperança,2017-11-03 06:39:13.527821,540
UberSELECT,-5.825017595586611,-35.23007369374357,Cidade da Esperança,2017-11-03 06:39:19.262455,600
uberX,-5.819510472020316,-35.26008372397382,Felipe Camarão,2017-11-03 06:39:22.247463,600
UberSELECT,-5.819510472020316,-35.26008372397382,Felipe Camarão,2017-11-03 06:39:22.984744,1080
uberX,-5.820109942226706,-35.25619416137362,Felipe Camarão,2017-11-03 06:39:24.506641,600
UberSELECT,-5.820109942226706,-35.25619416137362,Felipe Camarão,2017-11-03 06:39:25.452993,1020
uberX,-5.8236848427692625,-35.275555003483774,Guarapes,2017-11-03 06:39:27.954543,1260
uberX,-5.836314598401342,-35.26810582055357,Guarapes,2017-11-03 06:39:30.328057,780
UberSELECT,-5.836314598401342,-35.26810582055357,Guarapes,2017-11-03 06:39:31.102626,1080
uberX,-5.86452063888819,-35.23610600815235,Pitimbu,2017-11-03 06:42:56.882996,600
uberX,-5.865664354029563,-35.21705707101217,Pitimbu,2017-11-03 06:42:59.353599,360
UberSELECT,-5.865664354029563,-35.21705707101217,Pitimbu,2017-11-03 06:43:00.117578,480
uberX,-5.84312664985333,-35.24728792503743,Planalto,2017-11-03 06:43:02.616678,780
UberSELECT,-5.84312664985333,-35.24728792503743,Planalto,2017-11-03 06:43:03.376660,900
uberX,-5.8491968399642165,-35.26344409082855,Planalto,2017-11-03 06:43:04.835794,420
UberSELECT,-5.8491968399642165,-35.26344409082855,Planalto,2017-11-03 06:43:05.784259,600
uberX,-5.884344124153045,-35.17809220124555,Ponta Negra,2017-11-03 06:43:07.814697,120
UberSELECT,-5.884344124153045,-35.17809220124555,Ponta Negra,2017-11-03 06:43:08.658250,360
uberX,-5.88881969410018,-35.19021742638946,Ponta Negra,2017-11-03 06:43:10.296024,240
UberSELECT,-5.88881969410018,-35.19021742638946,Ponta Negra,2017-11-03 06:43:11.047489,300
uberX,-5.872330638750487,-35.203960330756196,Neópolis,2017-11-03 06:43:13.104013,300
UberSELECT,-5.872330638750487,-35.203960330756196,Neópolis,2017-11-03 06:43:13.844695,360
uberX,-5.862534487004479,-35.21006300727715,Neópolis,2017-11-03 06:43:15.762747,300
UberSELECT,-5.862534487004479,-35.21006300727715,Neópolis,2017-11-03 06:43:16.503312,480
uberX,-5.851964684777273,-35.202964673886946,Capim Macio,2017-11-03 06:43:19.410724,240
UberSELECT,-5.851964684777273,-35.202964673886946,Capim Macio,2017-11-03 06:43:20.200427,300
uberX,-5.8585193890413,-35.201004347835124,Capim Macio,2017-11-03 06:43:21.634298,240
UberSELECT,-5.8585193890413,-35.201004347835124,Capim Macio,2017-11-03 06:43:22.389880,240
uberX,-5.732708511471723,-35.26833470193898,Lagoa Azul,2017-11-03 06:43:25.054367,300
uberX,-5.713815740085922,-35.258495895110215,Lagoa Azul,2017-11-03 06:43:28.361714,540
uberX,-5.726948106172075,-35.23670098838727,Pajuçara,2017-11-03 06:43:32.727106,420
UberSELECT,-5.726948106172075,-35.23670098838727,Pajuçara,2017-11-03 06:43:33.748860,540
uberX,-5.736334207061929,-35.241314503026025,Pajuçara,2017-11-03 06:43:35.804447,180
UberSELECT,-5.736334207061929,-35.241314503026025,Pajuçara,2017-11-03 06:43:36.818324,480
uberX,-5.809484680947401,-35.20816862520402,Lagoa Seca,2017-11-03 06:43:44.161528,300
UberSELECT,-5.809484680947401,-35.20816862520402,Lagoa Seca,2017-11-03 06:43:44.945198,300
uberX,-5.8086811203300694,-35.20836896757833,Lagoa Seca,2017-11-03 06:43:46.421561,180
UberSELECT,-5.8086811203300694,-35.20836896757833,Lagoa Seca,2017-11-03 06:43:47.170384,300
uberX,-5.801552541902533,-35.211061969247666,Barro Vermelho,2017-11-03 06:43:50.006050,240
UberSELECT,-5.801552541902533,-35.211061969247666,Barro Vermelho,2017-11-03 06:43:50.850683,480
uberX,-5.797810189753528,-35.20935605318104,Barro Vermelho,2017-11-03 06:43:52.331563,180
UberSELECT,-5.797810189753528,-35.20935605318104,Barro Vermelho,2017-11-03 06:43:53.077571,420
uberX,-5.836612574661335,-35.221878230301854,Candelária,2017-11-03 06:43:55.134117,540
UberSELECT,-5.836612574661335,-35.221878230301854,Candelária,2017-11-03 06:43:55.879154,600
uberX,-5.835380962820995,-35.21879858206427,Candelária,2017-11-03 06:43:57.400595,480
UberSELECT,-5.835380962820995,-35.21879858206427,Candelária,2017-11-03 06:43:58.190725,540
uberX,-5.780077943119597,-35.19894278858299,Praia do Meio,2017-11-03 06:44:00.492017,240
UberSELECT,-5.780077943119597,-35.19894278858299,Praia do Meio,2017-11-03 06:44:01.222665,360
uberX,-5.779069781867266,-35.195620101167144,Praia do Meio,2017-11-03 06:44:02.724851,240
UberSELECT,-5.779069781867266,-35.195620101167144,Praia do Meio,2017-11-03 06:44:03.474934,300
uberX,-5.774899189478059,-35.19665452147206,Rocas,2017-11-03 06:44:06.596364,240
UberSELECT,-5.774899189478059,-35.19665452147206,Rocas,2017-11-03 06:44:07.317361,360
uberX,-5.776819060307218,-35.19775842647902,Rocas,2017-11-03 06:44:08.872294,180
UberSELECT,-5.776819060307218,-35.19775842647902,Rocas,2017-11-03 06:44:09.603315,300
uberX,-5.771012651851159,-35.19458619984805,Santos Reis,2017-11-03 06:44:12.349874,300
UberSELECT,-5.771012651851159,-35.19458619984805,Santos Reis,2017-11-03 06:44:13.287828,480
uberX,-5.768471471262711,-35.19799286341417,Santos Reis,2017-11-03 06:44:15.018307,300
UberSELECT,-5.768471471262711,-35.19799286341417,Santos Reis,2017-11-03 06:44:15.865658,420
uberX,-5.7319437714024595,-35.22582482381668,Redinha,2017-11-03 06:44:19.037885,420
UberSELECT,-5.7319437714024595,-35.22582482381668,Redinha,2017-11-03 06:44:19.782253,480
uberX,-5.747958709849362,-35.21926330404808,Redinha,2017-11-03 06:44:21.328919,480
UberSELECT,-5.747958709849362,-35.21926330404808,Redinha,2017-11-03 06:44:22.057227,480
uberX,-5.777447066468506,-35.24274315597368,Salinas,2017-11-03 06:44:26.277525,360
uberX,-5.7795078333390615,-35.24814099102432,Salinas,2017-11-03 06:44:28.529473,360
uberX,-5.767780560719091,-35.27313239704499,Igapó,2017-11-03 06:44:31.841645,300
UberSELECT,-5.767780560719091,-35.27313239704499,Igapó,2017-11-03 06:44:32.928432,420
uberX,-5.771385590561736,-35.262499343884635,Igapó,2017-11-03 06:44:34.485602,300
UberSELECT,-5.771385590561736,-35.262499343884635,Igapó,2017-11-03 06:44:35.240323,420
uberX,-5.747942479276107,-35.27058497554163,Nossa Senhora da Apresentação,2017-11-03 06:44:37.737593,300
UberSELECT,-5.747942479276107,-35.27058497554163,Nossa Senhora da Apresentação,2017-11-03 06:44:38.474082,360
uberX,-5.759360116893247,-35.28046618584698,Nossa Senhora da Apresentação,2017-11-03 06:44:39.963322,480
UberSELECT,-5.759360116893247,-35.28046618584698,Nossa Senhora da Apresentação,2017-11-03 06:44:40.701501,540
uberX,-5.7542162349547885,-35.25490887879455,Potengi,2017-11-03 06:44:44.719316,180
UberSELECT,-5.7542162349547885,-35.25490887879455,Potengi,2017-11-03 06:44:45.493342,360
uberX,-5.752777352810985,-35.24588092286213,Potengi,2017-11-03 06:44:47.195629,240
UberSELECT,-5.752777352810985,-35.24588092286213,Potengi,2017-11-03 06:44:47.965805,360
uberX,-5.775654549557823,-35.2038192907896,Ribeira,2017-11-03 06:44:50.065258,120
UberSELECT,-5.775654549557823,-35.2038192907896,Ribeira,2017-11-03 06:44:50.841002,180
uberX,-5.773865703294032,-35.204078003760095,Ribeira,2017-11-03 06:44:52.315376,180
UberSELECT,-5.773865703294032,-35.204078003760095,Ribeira,2017-11-03 06:44:53.054088,240
uberX,-5.786594810553155,-35.20590131383063,Cidade Alta,2017-11-03 06:44:55.455511,120
UberSELECT,-5.786594810553155,-35.20590131383063,Cidade Alta,2017-11-03 06:44:56.304772,180
uberX,-5.784852626189907,-35.2077418276549,Cidade Alta,2017-11-03 06:44:57.805744,180
UberSELECT,-5.784852626189907,-35.2077418276549,Cidade Alta,2017-11-03 06:44:58.553419,180
uberX,-5.79244279505354,-35.222133131095134,Alecrim,2017-11-03 06:45:01.383930,660
UberSELECT,-5.79244279505354,-35.222133131095134,Alecrim,2017-11-03 06:45:02.170860,600
uberX,-5.788999825806756,-35.22299740066587,Alecrim,2017-11-03 06:45:03.715852,540
UberSELECT,-5.788999825806756,-35.22299740066587,Alecrim,2017-11-03 06:45:04.463261,540
uberX,-5.784671662054454,-35.24633540950619,Nordeste,2017-11-03 06:45:06.821845,420
uberX,-5.797743230994841,-35.24607406443246,Nordeste,2017-11-03 06:45:09.162936,180
uberX,-5.800534961690663,-35.23102361894347,Quintas,2017-11-03 06:45:11.986565,420
uberX,-5.801481890398529,-35.230229339791094,Quintas,2017-11-03 06:45:14.211887,360
UberSELECT,-5.801481890398529,-35.230229339791094,Quintas,2017-11-03 06:45:14.989334,780
uberX,-5.812043881826068,-35.235789269850784,Bom Pastor,2017-11-03 06:45:17.903882,480
UberSELECT,-5.812043881826068,-35.235789269850784,Bom Pastor,2017-11-03 06:45:18.658232,720
uberX,-5.815771615578,-35.24179611221817,Bom Pastor,2017-11-03 06:45:20.347146,480
UberSELECT,-5.815771615578,-35.24179611221817,Bom Pastor,2017-11-03 06:45:21.993664,780
uberX,-5.807803668686377,-35.226355805208996,Dix-Sept Rosado,2017-11-03 06:45:24.404312,480
UberSELECT,-5.807803668686377,-35.226355805208996,Dix-Sept Rosado,2017-11-03 06:45:25.162634,660
uberX,-5.8056105169843395,-35.225933934100134,Dix-Sept Rosado,2017-11-03 06:45:26.748204,480
UberSELECT,-5.8056105169843395,-35.225933934100134,Dix-Sept Rosado,2017-11-03 06:45:27.520768,720
uberX,-5.816518621332586,-35.228873515900446,Nossa Senhora de Nazaré,2017-11-03 06:45:29.915574,480
UberSELECT,-5.816518621332586,-35.228873515900446,Nossa Senhora de Nazaré,2017-11-03 06:45:30.685006,900
uberX,-5.820427507498222,-35.22571928819328,Nossa Senhora de Nazaré,2017-11-03 06:45:32.193322,360
UberSELECT,-5.820427507498222,-35.22571928819328,Nossa Senhora de Nazaré,2017-11-03 06:45:32.947453,300
uberX,-5.823189858764446,-35.22133056523254,Lagoa Nova,2017-11-03 06:45:35.534972,420
UberSELECT,-5.823189858764446,-35.22133056523254,Lagoa Nova,2017-11-03 06:45:36.917848,480
uberX,-5.83770718799336,-35.204377879990304,Lagoa Nova,2017-11-03 06:45:38.649821,360
UberSELECT,-5.83770718799336,-35.204377879990304,Lagoa Nova,2017-11-03 06:45:39.512083,720
uberX,-5.793697290006695,-35.18602606864103,Mãe Luiza,2017-11-03 06:45:42.260384,480
UberSELECT,-5.793697290006695,-35.18602606864103,Mãe Luiza,2017-11-03 06:45:43.033419,660
uberX,-5.793419820893742,-35.185339086763825,Mãe Luiza,2017-11-03 06:45:44.511200,300
UberSELECT,-5.793419820893742,-35.185339086763825,Mãe Luiza,2017-11-03 06:45:45.255583,540
uberX,-5.821195683983574,-35.20122406007981,Nova Descoberta,2017-11-03 06:45:47.797312,240
UberSELECT,-5.821195683983574,-35.20122406007981,Nova Descoberta,2017-11-03 06:45:48.557188,300
uberX,-5.818122172772463,-35.196984295967745,Nova Descoberta,2017-11-03 06:45:50.038584,180
UberSELECT,-5.818122172772463,-35.196984295967745,Nova Descoberta,2017-11-03 06:45:50.794880,300
uberX,-5.791109944194645,-35.1988608767394,Tirol,2017-11-03 06:45:53.429810,120
UberSELECT,-5.791109944194645,-35.1988608767394,Tirol,2017-11-03 06:45:54.165609,360
uberX,-5.790802386482416,-35.19784524733415,Tirol,2017-11-03 06:45:55.652679,120
UberSELECT,-5.790802386482416,-35.19784524733415,Tirol,2017-11-03 06:45:56.586048,360
uberX,-5.787045078358423,-35.20071145503399,Petrópolis,2017-11-03 06:45:58.649112,240
UberSELECT,-5.787045078358423,-35.20071145503399,Petrópolis,2017-11-03 06:45:59.393985,300
uberX,-5.787836429343757,-35.198160292805774,Petrópolis,2017-11-03 06:46:00.907658,180
UberSELECT,-5.787836429343757,-35.198160292805774,Petrópolis,2017-11-03 06:46:06.636615,360
uberX,-5.792643120252924,-35.18703949624106,Areia Preta,2017-11-03 06:46:09.152335,480
UberSELECT,-5.792643120252924,-35.18703949624106,Areia Preta,2017-11-03 06:46:10.033180,600
uberX,-5.792309386267416,-35.18619841102623,Areia Preta,2017-11-03 06:46:11.489223,240
UberSELECT,-5.792309386267416,-35.18619841102623,Areia Preta,2017-11-03 06:46:12.256206,540
uberX,-5.835931281354095,-35.23842235358024,Cidade Nova,2017-11-03 06:46:14.315744,600
uberX,-5.836527680745727,-35.242715177049014,Cidade Nova,2017-11-03 06:46:16.580008,540
UberSELECT,-5.836527680745727,-35.242715177049014,Cidade Nova,2017-11-03 06:46:17.342702,900
uberX,-5.827502913986911,-35.236422201106535,Cidade da Esperança,2017-11-03 06:46:19.801597,360
UberSELECT,-5.827502913986911,-35.236422201106535,Cidade da Esperança,2017-11-03 06:46:20.587140,600
uberX,-5.832445484082957,-35.231811568778646,Cidade da Esperança,2017-11-03 06:46:22.082358,420
UberSELECT,-5.832445484082957,-35.231811568778646,Cidade da Esperança,2017-11-03 06:46:22.839788,600
uberX,-5.829345346464047,-35.256155696061995,Felipe Camarão,2017-11-03 06:46:25.971680,540
uberX,-5.821223372693666,-35.264279252232996,Felipe Camarão,2017-11-03 06:46:28.233930,540
uberX,-5.843294891471689,-35.2785974289873,Guarapes,2017-11-03 06:46:31.945903,1020
uberX,-5.8419750385199345,-35.26704729850446,Guarapes,2017-11-03 06:46:34.187312,1020
uberX,-5.852281300000463,-35.235212516662436,Pitimbu,2017-11-03 06:49:58.993030,300
UberSELECT,-5.852281300000463,-35.235212516662436,Pitimbu,2017-11-03 06:50:02.401543,1020
uberX,-5.871542389638829,-35.227916606356274,Pitimbu,2017-11-03 06:50:09.726119,240
